order_date,product_id,predicted_demand
2018-05-31,004636c889c7c3dad6631f136b7fa082,2.6609097
2018-05-31,005030ef108f58b46b78116f754d8d38,1.5818905
2018-05-31,0075c14603d80515e20908c156ceb47b,0.7612615
2018-05-31,00878d953636afec00d3e85d55a12e7f,7.6660795
2018-05-31,008cff0e5792219fae03e570f980b330,3.218543
2018-05-31,00faa46f36261af8bbf3a4d37fa4841b,1.2806582
2018-05-31,01217a683550744160a91eaa46a92305,1.6968164
2018-05-31,0129d1e9b29d3fe6833cc922374cd252,1.5592763
2018-05-31,013ee64977aaa6b2b25475095162e0e9,6.597085
2018-05-31,0152f69b6cf919bcdaf117aa8c43e5a2,4.3521347
2018-05-31,01545847403c0f1e69d76654d66be35c,0.7743012
2018-05-31,016711f78a6a87696645db0a6a834826,4.5096025
2018-05-31,01847cb3f55acfd629641e58e38e561e,1.8111732
2018-05-31,01880e9ca075037ac0520fb94c07a79a,0.88994133
2018-05-31,01a5038835acf17f141c7247956b72d6,1.0120971
2018-05-31,01d4157fd9738ea81038316ae4cfc192,5.136842
2018-05-31,02293621a345f7cddda16c5d9c7990e4,1.288921
2018-05-31,02475368dfb38934fe55f574024fe1d7,1.5924519
2018-05-31,02ed3b595447e948efc3eac897e4df0e,4.810437
2018-05-31,02f8dd9b448d3ec2c73e65a22da1121c,0.90146714
2018-05-31,02fbee632a2044d48ab16d57eec4db58,0.70734584
2018-05-31,03078714f1e3f3758555f67ff35b4b01,0.55998296
2018-05-31,0347f9daa0a33f82b4c9c0821450cc8a,0.8768913
2018-05-31,03624ffc0958f7ea385b6d4e088532b0,0.99768084
2018-05-31,036734b5a58d5d4f46b0616ddc047ced,2.323968
2018-05-31,03aad9707028422f38b0563410912177,9.089264
2018-05-31,03e931f387c2dd5b006aecdb12515b2e,1.2253195
2018-05-31,03e9fcb7adffd8c9e14285c979ea59c9,0.8319426
2018-05-31,03fed41c5e9067007d852ff83d602753,1.5783224
2018-05-31,040fe1cdb263eb2c9b1322875b0afcb7,0.8616039
2018-05-31,0424d4d1508370eb771126734ec9740e,0.923742
2018-05-31,0433830caca22b01a0f477d31307b043,2.2871475
2018-05-31,0437850bd55b9b2b9cf104b59a611666,1.6335135
2018-05-31,044f05bc9de36e8a693a83e4bc79dd0d,3.9459128
2018-05-31,045da764883d50dc071cc70c81226cbc,0.7512802
2018-05-31,046eee903d62294ffad4e38ae6aa730e,1.5132362
2018-05-31,04ca6bf4b3d9aa78046f0973efe2f4b1,1.8778515
2018-05-31,04caadc7ea07eadcaa8513b4f6ecd8ec,0.8284281
2018-05-31,04ea63ab87df726ebf45c0982dd90a1f,0.8475172
2018-05-31,052413504e5295cd66ec4ced0b310062,3.2358093
2018-05-31,054515fd15bc1a2029f10de97ffa9120,68.66206
2018-05-31,057229db0353dff9e12e298e8f6429b9,1.2813429
2018-05-31,058b372f969b59e8c4a27e224243909c,0.9587232
2018-05-31,059ca09d32720d9adce3ae12e181339d,3.068184
2018-05-31,05a9ab81472f6bdcd910cb49b636c5b5,0.87277097
2018-05-31,05a9dadb8402b6b7ae3dd28f7da187b5,7.1417522
2018-05-31,05c8eb0ae68c09cae5b68d673652e7f8,0.9991073
2018-05-31,05f0fe07929d35be0748fac56eecbeb2,0.84006125
2018-05-31,0609678aec06f28cd8e177550d26e73b,0.8381248
2018-05-31,060c17562f97e5bb60bc0dfa4dd5b3f2,12.214385
2018-05-31,060f0122cdc8f25db4a0d7359fdae7b0,2.4613633
2018-05-31,0640a217fe729c5b8f61fd475f1fc22c,1.6923106
2018-05-31,0654d3c1e3efc7e7cd9dbde9cb743df2,11.527813
2018-05-31,0661920a7a5f19746f501d1190888270,0.994716
2018-05-31,06bf70b6e1d67d96308235ef350edc61,1.3568437
2018-05-31,06dce482ace017e78349b6f1fa83a022,4.392402
2018-05-31,06edb72f1e0c64b14c5b79353f7abea3,57.272675
2018-05-31,06efa56b8557e1efcb2c107f55d1a8dd,0.69904745
2018-05-31,06f2166336faca73c644b11eaca22d06,3.4742343
2018-05-31,06f756df8d80309915285f3ee6ea1059,1.7022163
2018-05-31,0705b33fb285827a578fce4899f1b921,4.659232
2018-05-31,07591f80309eb6393c6af043b234cb83,1.0851736
2018-05-31,076a6117fb6e62d15ef45ad6be8ddb1c,2.7238517
2018-05-31,076e36bd0e2aebb35184d08c8e0f032b,1.0119829
2018-05-31,077599a82ee54960bc4f4c941b0d1359,3.0135994
2018-05-31,077c1ba3f2e5e4145faf0a12f35ec1d5,2.099452
2018-05-31,078faa63eb55a5055713e141f098624c,3.9703293
2018-05-31,07a446d7cf0e22333d2032294c408cca,0.94668233
2018-05-31,07a949f27854f64558f8babcfec441cc,7.777646
2018-05-31,07bcd890d449e493b4ec23d05a9e40ee,0.8374898
2018-05-31,07ffc018eaf23e086370dea42c74077b,1.5145115
2018-05-31,0820af09ddc75b84841b1fab4da4be9b,1.7773485
2018-05-31,086351823300e0339f6955b27998c186,20.601902
2018-05-31,08834f7365a6bc07d7049b7f4e95f8e8,1.0144703
2018-05-31,08a20557431a9fcad3a08aed08811e14,0.9052189
2018-05-31,08a58dc963320d6073623382b9ceb920,5.913437
2018-05-31,08c63555bbee955cad9c6a9feab9e9d4,5.7013674
2018-05-31,08c816d9a716567bf436173ef6f5f12e,9.496745
2018-05-31,08fb1fed44ecc852b3ab9363b00d1c03,1.0020876
2018-05-31,091e1ab4eb3b6b2eab091cfd2cd002f2,1.2432694
